chr1	10221	10419
chr1	10562	181399
chr1	181581	267924
chr1	268101	586119
chr1	586265	605499
chr1	605661	778659
chr1	778861	827499
chr1	827661	844563
chr1	844761	869779
chr1	869961	904659
chr1	904841	923779
chr1	923961	959239
chr1	959421	960459
chr1	960641	966939
chr1	967101	976139
chr1	976301	984245
chr1	984404	1000079
chr1	1000301	1000799
chr1	1000981	1001924
chr1	1002085	1013379
chr1	1013601	1019359
chr1	1019541	1019679
chr1	1019865	1033059
chr1	1033281	1040739
chr1	1040981	1059579
chr1	1059741	1063919
chr1	1064081	1064199
chr1	1064481	1068679
chr1	1068881	1069259
chr1	1069461	1116099
chr1	1116361	1116779
chr1	1116986	1122219
chr1	1122381	1137399
chr1	1137561	1144179
chr1	1144381	1157519
chr1	1157601	1158009
chr1	1158095	1173759
chr1	1173961	1201419
chr1	1201641	1208107
chr1	1208381	1208999
chr1	1209147	1212879
chr1	1213081	1213568
chr1	1213668	1217119
chr1	1217341	1219432
chr1	1219597	1231959
chr1	1232161	1250999
chr1	1251161	1265139
chr1	1265274	1273799
chr1	1273981	1290293
chr1	1290414	1291959
chr1	1292121	1305399
chr1	1305581	1305659
chr1	1305841	1307879
chr1	1308201	1308259
chr1	1308701	1324619
chr1	1324801	1349339
chr1	1349581	1349659
chr1	1350001	1371479
chr1	1371701	1372139
chr1	1372301	1375319
chr1	1375481	1399339
chr1	1399581	1407219
chr1	1407421	1435541
chr1	1435698	1440979
chr1	1441161	1471619
chr1	1471801	1505019
chr1	1505201	1511959
chr1	1512161	1512580
chr1	1512641	1540539
chr1	1540741	1574154
chr1	1574321	1574519
chr1	1574721	1574859
chr1	1575021	1599639
chr1	1599781	1599789
chr1	1599896	1614359
chr1	1614761	1615259
chr1	1615501	1615739
chr1	1615901	1629779
chr1	1630061	1630319
chr1	1630561	1659019
chr1	1659281	1677899
chr1	1678121	1692419
chr1	1692621	1692719
chr1	1692881	1724339
chr1	1724541	1728659
chr1	1728821	1745739
chr1	1745881	1745999
chr1	1746161	1746379
chr1	1746521	1778379
chr1	1778581	1778819
chr1	1779121	1780239
chr1	1780661	1858744
chr1	1858880	1889899
chr1	1890081	1890208
chr1	1890414	1891039
chr1	1891261	1891379
chr1	1891581	1906339
chr1	1906501	1909119
chr1	1909381	1919359
chr1	1919701	1944059
chr1	1944221	1960139
chr1	1960301	2025839
chr1	2025945	2044899
chr1	2045081	2050199
chr1	2050421	2050639
chr1	2050765	2091726
chr1	2091871	2133239
chr1	2133621	2148779
chr1	2149021	2189519
chr1	2189701	2194999
chr1	2195161	2195259
chr1	2195441	2199219
chr1	2199421	2205139
chr1	2205281	2212539
chr1	2212721	2212739
chr1	2212961	2227559
chr1	2228021	2228979
chr1	2229441	2231039
chr1	2231281	2231979
chr1	2232161	2234439
chr1	2234661	2234879
chr1	2235041	2237279
chr1	2237500	2240425
chr1	2240519	2251980
chr1	2252110	2255399
chr1	2255701	2255739
chr1	2256341	2259099
chr1	2259281	2288441
chr1	2288543	2290699
chr1	2290981	2300439
chr1	2300721	2301039
chr1	2301301	2305253
chr1	2305396	2311579
chr1	2311761	2314437
chr1	2314601	2315119
chr1	2315361	2381819
chr1	2382001	2391539
chr1	2391821	2412539
chr1	2412761	2414479
chr1	2414661	2415839
chr1	2416121	2416588
chr1	2416742	2443967
chr1	2444141	2468119
chr1	2468301	2496331
chr1	2496521	2524019
chr1	2524181	2526219
chr1	2526401	2526499
chr1	2526681	2529120
chr1	2529186	2543579
chr1	2543761	2546119
chr1	2546461	2546959
chr1	2547141	2548099
chr1	2548261	2548799
chr1	2549001	2554979
chr1	2555141	2555659
chr1	2555841	2555999
chr1	2556237	2556459
chr1	2556661	2578359
chr1	2578541	2584179
chr1	2584361	2585539
chr1	2585721	2585779
chr1	2586001	2586419
chr1	2586761	2587279
chr1	2587348	2642579
chr1	2642741	2643179
chr1	2643361	2653987
chr1	2654161	2684093
chr1	2684247	2786719
chr1	2786901	2801720
chr1	2801856	2822079
chr1	2822241	2840137
chr1	2840321	2840499
chr1	2840661	2894739
chr1	2894981	2922101
chr1	2922288	3012579
chr1	3012741	3033019
chr1	3033401	3316592
chr1	3317008	3372399
chr1	3372641	3373346
chr1	3373490	3384499
chr1	3384661	3424819
chr1	3424961	3453219
chr1	3453381	3483983
chr1	3484107	3491359
chr1	3491521	3502011
chr1	3502127	3531419
chr1	3531641	3565319
chr1	3565501	3597604
chr1	3597752	3611655
chr1	3611734	3619099
chr1	3619261	3624739
chr1	3625001	3649999
chr1	3650221	3695719
chr1	3695843	3724499
chr1	3724661	3747319
chr1	3747521	3772059
chr1	3772281	3772459
chr1	3772741	3776019
chr1	3776201	3787419
chr1	3787647	3796459
chr1	3796621	3857199
chr1	3857461	3883659
chr1	3883821	3890039
chr1	3890241	3891145
chr1	3891243	3899779
chr1	3899901	3900259
chr1	3900401	3900659
chr1	3900981	3901259
chr1	3901481	3902759
chr1	3902838	3903348
chr1	3903527	3910879
chr1	3911061	4652659
chr1	4652841	5286399
chr1	5286479	5385562
chr1	5385684	5423259
chr1	5423461	5448609
chr1	5448761	5481959
chr1	5482161	5509979
chr1	5510161	5514679
chr1	5514841	5637319
chr1	5637430	5667259
chr1	5667421	5668184
chr1	5668241	5745879
chr1	5746061	5916119
chr1	5916241	5975259
chr1	5975441	5991544
chr1	5991681	5992439
chr1	5992681	5994819
chr1	5994981	6002300
chr1	6002451	6026159
chr1	6026361	6026822
chr1	6027035	6027059
chr1	6027484	6028199
chr1	6028601	6034632
chr1	6034696	6041539
chr1	6041720	6052559
chr1	6052701	6108956
chr1	6109073	6127819
chr1	6128021	6148699
chr1	6148881	6199559
chr1	6199781	6205305
chr1	6205444	6205979
chr1	6206181	6235939
chr1	6236101	6245139
chr1	6245301	6246799
chr1	6247001	6260039
chr1	6260201	6261039
chr1	6261201	6294079
chr1	6294281	6294707
chr1	6294941	6294979
chr1	6295181	6343559
chr1	6343701	6348039
chr1	6348221	6348699
chr1	6348921	6358919
chr1	6359181	6359739
chr1	6359981	6365139
chr1	6365341	6393319
chr1	6393541	6393679
chr1	6393901	6404759
chr1	6404941	6414468
chr1	6414558	6423539
chr1	6423721	6438099
chr1	6438301	6440379
chr1	6440541	6447839
chr1	6448061	6459899
chr1	6460101	6460439
chr1	6460641	6465479
chr1	6465741	6466079
chr1	6466281	6475599
chr1	6475741	6486579
chr1	6486741	6489979
chr1	6490141	6490544
chr1	6490610	6490904
chr1	6491037	6497432
chr1	6497852	6554499
chr1	6554661	6579819
chr1	6580041	6599819
chr1	6599981	6601119
chr1	6601361	6602839
chr1	6603081	6603699
chr1	6603861	6613519
chr1	6613761	6614714
chr1	6614832	6625079
chr1	6625241	6634719
chr1	6634881	6646583
chr1	6646713	6701779
chr1	6702001	6720099
chr1	6720281	6727559
chr1	6727721	6784539
chr1	6784781	6784999
chr1	6785441	6785759
chr1	6786021	6890019
chr1	6890161	6962559
chr1	6962751	6963129
chr1	6963336	6963359
chr1	6963515	7070519
chr1	7070661	7616492
chr1	7616601	7647359
chr1	7647501	7667659
chr1	7667801	7669559
chr1	7669721	7680403
chr1	7680601	7704559
chr1	7704741	7705379
chr1	7705561	7752919
chr1	7753101	7771159
chr1	7771341	7782276
chr1	7782360	7783839
chr1	7784281	7784699
chr1	7784761	7827259
chr1	7827481	7902839
chr1	7903001	7915939
chr1	7916101	7940799
chr1	7941001	7942379
chr1	7942641	7954019
chr1	7954401	7961459
chr1	7961701	7962039
chr1	7962221	7982379
chr1	7982541	8015119
chr1	8015281	8026279
chr1	8026481	8031326
chr1	8031441	8152799
chr1	8153461	8169839
chr1	8170021	8182160
chr1	8182341	8217439
chr1	8217641	8314399
chr1	8314581	8318019
chr1	8318181	8349079
chr1	8349221	8423359
chr1	8423541	8423670
chr1	8423836	8424191
chr1	8424367	8424599
chr1	8424841	8427676
chr1	8427777	8431139
chr1	8431321	8463239
chr1	8463376	8472719
chr1	8472861	8496599
chr1	8496761	8510152
chr1	8510461	8525279
chr1	8525501	8525899
chr1	8526181	8561159
chr1	8561341	8671409
chr1	8671561	8701219
chr1	8701421	8701539
chr1	8701721	8703319
chr1	8703541	8817099
chr1	8817361	8817639
chr1	8817821	8848979
chr1	8849141	8859519
chr1	8859681	8862579
chr1	8862741	8873659
chr1	8873881	8876619
chr1	8876981	8877919
chr1	8878121	8878639
chr1	8878861	8899979
chr1	8900201	8918179
chr1	8918381	8926826
chr1	8926937	8927302
chr1	8927421	8927541
chr1	8927581	8963007
chr1	8963181	8970059
chr1	8970221	8971059
chr1	8971321	8988139
