chr1	181561	268010
chr1	268081	268428
chr1	268561	596985
chr1	597101	608671
chr1	608725	778659
chr1	778861	817259
chr1	817404	827439
chr1	827641	869779
chr1	869961	897399
chr1	897581	898779
chr1	898832	900576
chr1	900601	900875
chr1	901034	904659
chr1	904861	905319
chr1	905521	906819
chr1	907021	921139
chr1	921321	923803
chr1	923949	959199
chr1	959441	960459
chr1	960661	966099
chr1	966281	966899
chr1	967081	976139
chr1	976321	1000039
chr1	1000241	1001943
chr1	1002050	1013339
chr1	1013541	1019379
chr1	1019641	1020068
chr1	1020209	1033039
chr1	1033281	1038819
chr1	1039001	1039644
chr1	1039767	1040759
chr1	1040957	1059257
chr1	1059386	1059539
chr1	1059741	1061939
chr1	1062341	1063899
chr1	1064081	1064219
chr1	1064481	1069259
chr1	1069461	1069916
chr1	1070235	1116059
chr1	1116461	1122199
chr1	1122381	1157459
chr1	1157661	1158199
chr1	1158401	1189179
chr1	1189401	1201496
chr1	1201656	1231459
chr1	1231641	1231979
chr1	1232221	1260256
chr1	1260416	1273799
chr1	1274001	1305036
chr1	1305170	1305639
chr1	1305841	1308059
chr1	1308321	1308539
chr1	1308621	1309268
chr1	1309447	1324599
chr1	1324801	1344868
chr1	1345056	1349319
chr1	1349481	1349811
chr1	1349990	1372139
chr1	1372341	1375239
chr1	1375481	1399319
chr1	1399581	1407179
chr1	1407401	1435586
chr1	1435781	1440999
chr1	1441181	1471619
chr1	1471801	1504999
chr1	1505181	1511959
chr1	1512161	1573899
chr1	1574081	1574519
chr1	1574701	1574839
chr1	1575021	1607179
chr1	1607361	1614381
chr1	1614521	1614539
chr1	1614801	1615239
chr1	1615461	1615739
chr1	1615901	1630359
chr1	1630541	1658979
chr1	1659269	1686319
chr1	1686501	1692750
chr1	1692881	1724319
chr1	1724541	1745739
chr1	1745796	1746025
chr1	1746201	1764339
chr1	1764521	1765119
chr1	1765321	1778379
chr1	1778581	1778859
chr1	1779061	1779939
chr1	1780201	1780439
chr1	1780661	1782759
chr1	1782941	1783019
chr1	1783221	1841672
chr1	1841796	1857185
chr1	1857408	1858719
chr1	1858901	1861096
chr1	1861259	1869559
chr1	1869761	1890199
chr1	1890381	1891039
chr1	1891241	1891359
chr1	1891601	1891659
chr1	1891841	1906319
chr1	1906481	1909239
chr1	1909441	1919359
chr1	1919701	1960141
chr1	1960241	1996279
chr1	1996461	2044919
chr1	2045121	2046586
chr1	2046669	2050204
chr1	2050441	2091699
chr1	2091875	2112539
chr1	2112721	2127219
chr1	2127401	2133199
chr1	2133701	2139819
chr1	2140041	2142879
chr1	2143041	2146357
chr1	2146437	2148779
chr1	2149061	2150819
chr1	2151041	2151359
chr1	2151581	2152045
chr1	2152221	2159279
chr1	2159441	2174399
chr1	2174561	2180368
chr1	2180426	2180501
chr1	2180746	2189599
chr1	2189781	2194719
chr1	2194901	2194999
chr1	2195161	2195279
chr1	2195461	2199259
chr1	2199581	2204739
chr1	2204941	2205179
chr1	2205481	2212539
chr1	2212721	2212839
chr1	2213041	2224199
chr1	2224401	2227679
chr1	2227981	2229179
chr1	2229401	2231979
chr1	2232201	2232485
chr1	2232715	2234419
chr1	2234761	2237759
chr1	2237956	2240339
chr1	2240521	2240683
chr1	2240871	2246159
chr1	2246381	2246779
chr1	2246981	2255679
chr1	2256361	2261633
chr1	2261732	2275947
chr1	2276115	2290300
chr1	2290357	2290719
chr1	2290961	2299219
chr1	2299321	2300339
chr1	2300641	2301039
chr1	2301301	2311597
chr1	2311699	2381839
chr1	2382021	2391539
chr1	2391841	2412539
chr1	2412761	2414459
chr1	2414661	2440574
chr1	2440716	2526219
chr1	2526381	2526539
chr1	2526721	2526951
chr1	2527054	2529319
chr1	2529541	2546219
chr1	2546281	2546879
chr1	2547121	2547715
chr1	2547908	2548099
chr1	2548301	2548799
chr1	2548981	2555005
chr1	2555118	2555639
chr1	2555841	2556459
chr1	2556661	2570399
chr1	2570681	2575993
chr1	2576137	2578359
chr1	2578601	2581739
chr1	2581981	2582439
chr1	2582661	2583938
chr1	2584048	2585499
chr1	2585701	2586399
chr1	2586661	2643179
chr1	2643361	2683999
chr1	2684321	2687476
chr1	2687586	2687759
chr1	2687941	2688217
chr1	2688241	3171219
chr1	3171303	3175004
chr1	3175143	3222301
chr1	3222480	3306965
chr1	3307168	3313059
chr1	3313301	3316605
chr1	3316841	3424812
chr1	3424937	3453199
chr1	3453401	3484009
chr1	3484124	3491319
chr1	3491501	3501979
chr1	3502141	3530899
chr1	3531081	3531439
chr1	3531501	3565379
chr1	3565441	3597559
chr1	3597741	3611559
chr1	3611841	3619099
chr1	3619341	3619459
chr1	3619741	3621199
chr1	3621341	3624719
chr1	3624961	3630384
chr1	3630521	3650039
chr1	3650241	3666639
chr1	3666821	3668939
chr1	3669121	3677099
chr1	3677341	3677539
chr1	3677861	3678379
chr1	3678721	3684121
chr1	3684306	3695719
chr1	3695877	3724499
chr1	3724681	3747299
chr1	3747521	3772539
chr1	3772741	3775579
chr1	3775741	3793739
chr1	3793941	3796439
chr1	3796641	3843061
chr1	3843202	3857079
chr1	3857461	3890079
chr1	3890281	3890959
chr1	3891321	3900179
chr1	3900561	3900679
chr1	3900961	3901299
chr1	3901501	4007667
chr1	4007701	4736379
chr1	4736561	5514659
chr1	5514821	5717779
chr1	5717892	5975739
chr1	5975800	5980555
chr1	5980756	5991679
